site	keelres	finres	pectres
-200	0.11651052	0.979364816	-0.231104113
-200	-0.031252476	0.272594362	0.415154541
-200	0.618457888	0.809457397	-1.332906302
-200	0.389605893	0.795431003	-0.202416644
-200	0.491983565	-0.344294014	-0.006721215
-200	-0.001032386	0.070439408	0.241741007
-200	0.808572082	1.912902965	-0.647519423
-200	-0.478210051	0.721460809	0.505742216
-200	-0.281972417	0.429274995	-0.230403921
-200	0.451634923	0.493851356	-0.48450272
-200	0.411043534	-0.175458427	-0.068866143
-350	-0.152932864	-0.62397136	-0.109977878
-350	-0.436438125	-0.028138006	-0.393733938
-350	-0.204833342	0.121617871	-0.481696764
-350	-0.378546577	-0.347357968	0.231202447
-350	-0.288244824	0.59881485	-0.887494973
-350	-0.574315316	-0.888354029	0.137137837
-350	-0.193281506	2.114174009	-1.507759384
-350	-0.356435885	0.169390156	-0.431167514
-350	0.489997607	1.648977682	-1.437210659
-350	-0.634772095	-0.1321363	1.095590322
-350	-0.299553914	0.513713864	-0.544850435
-350	0.456577825	0.637128572	-0.617196159
-350	0.518419297	0.252821674	-0.915197936
-350	-0.197418988	0.776533695	-0.925736923
-350	-0.350500003	1.821031524	-1.708616232
-350	-0.357539241	0.781570201	-0.40274467
-350	-0.346362521	1.108671838	-1.295638692
-350	0.285523599	0.262518591	-0.034727967
-350	0.014226627	0.840453458	0.236158308
-350	0.067980693	2.253593183	-1.126882847
-500	0.010425671	0.281631921	NA
-500	0.159948477	-0.254232293	NA
-500	0.206999831	0.458264884	NA
-500	-0.1352024	-1.062318702	NA
-500	0.166744968	0.057773879	NA
-500	0.424206211	0.408371516	NA
-500	0.219655023	1.728640978	NA
-500	-0.624080869	0.010055034	NA
-500	0.552964427	0.191034285	NA
-500	-0.09902983	0.735259891	NA
-500	-0.2653839	0.636471975	NA
-500	0.707430136	-0.321552714	NA
-500	-0.10159506	-0.027742342	NA
-500	0.010425671	0.381631921	NA
-500	0.443845453	0.693481031	NA
-500	0.133099038	-1.073438205	NA
-500	0.392993142	1.052162317	NA
-500	0.400352307	-0.397649761	-0.207808285
-500	0.407391545	0.941811563	-1.613679847
-500	0.435625678	0.362928305	-1.037582825
-500	0.429298082	-0.512259742	-0.355340093
-500	0.820085328	1.88882338	-1.725873677
-500	-0.272555507	0.029011302	0.154419947
-650	0.461239391	0.546314913	-0.84876315
-650	0.388237797	1.631612351	-1.224492769
-650	0.733865868	1.575562974	-1.019864934
-650	0.199883412	0.215532114	-0.742597538
-650	0.230682775	0.089651089	-0.704889385
-650	0.060902865	0.057496136	0.126697081
-650	0.166800156	-0.027498219	0.80695673
-650	-0.191334139	0.62426659	-0.104561573
-650	0.08629043	1.05151977	-0.182690579
-650	0.099022803	1.79516731	-0.957592776
-650	0.007485324	0.793175188	NA
-650	0.531245449	0.517832839	-0.162142282
-650	-0.151548171	0.22793947	0.255472829
-650	0.018082772	1.414002897	0.535262296
-650	0.350923281	1.439578079	0.234126109
-650	0.706961241	0.261629161	-0.821177466
-650	0.422931895	1.065916488	-1.585388994
-650	0.555866183	-0.737144705	-0.01356733
-650	-0.003878953	0.9233463	0.016256325
-650	0.836094573	0.66974643	-0.327793572
-650	0.007430136	0.718447286	0.213611787
-650	0.718082772	0.514002897	-0.749737704
-650	-0.171132223	-0.222442144	1.117162288
-650	0.085953904	-0.537299007	0.592769652
-650	0.304920094	1.210172955	-0.887333127
-650	0.505444178	0.241718982	-1.391877657
-650	0.303011317	-0.373283903	-0.273239304
